Gene	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10
Gene_364	455.870527928232	505.776834016966	504.394795084894	538.093855838954	494.755442589678	467.869776699332	427.827751637732	590.911749162699	502.552656620938	510.875883203661
Gene_365	775.731451911718	841.455571986627	837.238472655459	786.211175809514	849.575919966159	989.917853679418	1074.78387668741	797.76275544082	1038.19752222886	858.012583869287
Gene_366	652.204918735363	583.050902040383	609.714494258863	422.205794069003	546.647323870051	445.275787700095	523.896449039718	575.708413426328	484.245103457251	556.28731047228
Gene_367	280.258912543909	346.673958636797	353.177895573714	335.715369308168	355.64914908589	347.4245846962	329.320958260268	369.921680671392	364.173666029547	357.150743398839
Gene_368	694.014418854486	649.307347266082	746.160769603713	619.249910741372	627.973628981212	637.877980527877	715.399352484243	730.487309487198	654.125182238615	608.861957493415
Gene_369	385.364072332118	394.801816228913	426.382045474364	398.808799958764	399.437804792417	442.163096985233	460.147186971595	430.904852410917	451.677820904032	393.664439555374
Gene_370	444.391387920748	388.974337996977	599.13674702118	614.738744846513	469.880984651114	518.494390189005	602.461690141585	782.689641402861	558.130423490439	525.594342891267
Gene_371	399.903230112361	339.018902417615	387.94285704558	365.300811780219	363.677765575454	380.132630114902	374.559675296605	412.425732830398	345.924835046013	314.238051667403
Gene_372	481.644952263299	509.61247853396	527.871226864727	474.277695004884	508.255778175268	534.325133019005	589.685267022795	532.155347309891	582.754902841752	530.275475462643
Gene_373	509.021661008814	528.624706740462	521.252716852783	457.447859515621	524.798287485636	586.11102003964	638.101936197449	457.056620314924	600.547994530111	521.326446364376
Gene_374	304.846473274994	291.00334805447	296.163197103063	274.88994598897	291.242713361412	307.325112984468	325.637241566316	258.546900368754	292.915358775852	271.932926809379
Gene_375	823.142276248601	858.492854273286	882.898382020552	650.639674707589	741.51588643018	800.735425545973	829.029114075653	721.524181918516	830.605521365991	714.595010700825
Gene_376	515.675525758553	426.462248952673	598.202151077301	646.236632850569	506.683908568838	537.889639615238	688.578695707238	701.679929866532	535.217144417319	503.142640963083
Gene_377	355.318424145656	499.297546749202	483.669913539045	509.357565426815	509.680328743154	470.474432040306	423.840927364892	561.662220311559	500.008099538252	487.000174180012
Gene_378	677.030599948492	710.457829768436	715.774700943989	655.786534522895	725.883785466451	839.383016999798	947.657200175325	632.712298448202	876.796447629744	751.07279815732
Gene_379	374.722940704796	410.252581377939	415.013895542982	418.090407913968	416.83360472798	432.238621922038	464.712493746946	439.847119479611	460.386156360073	417.529777350078
Gene_380	521.470743356776	476.26093850977	442.721255965849	431.407143189664	468.342145842484	419.233473002909	369.3641577237	465.498810901829	375.710433156381	385.479034531396
Gene_381	322.688496025228	378.402467500885	397.72453901222	339.756130852199	362.650795102248	388.904066521693	378.82477096094	402.642617156753	439.936084272627	419.333571145985
Gene_382	323.284948419405	317.579979015918	357.343915200944	282.279492219233	300.979458453693	322.996771522638	336.522724799939	337.793862173956	342.485965283319	317.33447328406
Gene_383	484.967332754797	435.905089497445	456.152334909942	389.741303372663	439.698366816921	463.54743249145	429.319605126563	448.44990688999	426.843217074508	375.884797385713
Gene_384	354.562655579487	330.992517046015	393.911209229389	377.834235856402	350.780821856713	360.972198553409	392.678661650356	442.971389468205	368.324664542411	343.913547916791
Gene_385	454.767512628925	414.253460000907	435.627062962443	419.600217565523	424.231399090644	432.610464306963	418.5357974001	469.869650453236	401.521602564958	369.009916900405
Gene_386	558.015630633215	599.034814198209	612.152470000474	547.773694753133	603.694936831843	693.646528409479	771.315986736727	568.960963744668	729.028620410962	608.984585974116
Gene_387	380.401962039005	439.799908530743	392.896367869834	448.752208485021	440.668553594568	417.631614940639	380.64254492918	426.263819141765	410.217290447614	393.659579841416
Gene_388	323.830656691458	328.544698791967	312.972317750452	265.283837913908	310.00337584965	330.734305342494	310.779938799588	283.454007382097	329.384621129001	295.590191174199
Gene_389	652.295612891075	674.009424994295	665.352172808496	774.678824517665	691.381626932654	698.284350252523	746.734506231561	747.492481358936	705.008320323462	641.949378069756
Gene_390	363.713523166765	378.527449952207	395.083347392089	308.650169238833	352.14078923398	384.694269816455	399.871767982925	333.258984586318	411.511311796223	378.865819307653
Gene_391	1874.94023491595	2190.13206289806	2056.61241990309	1869.62905450501	2297.19836984849	2913.59043034422	3158.05433054672	1745.99345941865	3062.1932485007	2388.70847144665
Gene_392	600.193881282112	572.896446757325	546.171174590328	399.987880068059	510.756532738682	527.69851156507	505.348263911025	410.867792827123	503.107061557015	456.890676389879
Gene_393	327.872036483713	316.736929815816	406.616813610825	407.738461555989	353.861709712471	375.43940766517	420.186140279224	486.708062735831	389.659013824571	357.828772534416
Gene_394	435.92386901229	388.565352331007	460.548097857068	400.923118950224	390.59043769396	406.618423050799	454.304373751343	458.577035369107	405.148463573223	389.90484642503
Gene_395	1092.18439591878	1196.55023621704	1210.98599703528	834.902940228186	1000.38501623879	1095.83188580879	1184.75411313171	931.142459708235	1202.56525797436	1025.99155494666
Gene_396	525.760863642454	475.535115092228	591.381402722723	576.081552604824	494.223212935596	565.620308665998	680.699650906608	562.309000234702	605.870988307498	621.810733824411
Gene_397	335.394165910596	453.470256335611	438.93249205625	439.08450891698	451.518560840087	445.51885132421	434.630617524001	458.178620336953	484.272872440344	467.868953534779
Gene_398	426.33242241478	438.179432317317	487.188279427702	370.264890698209	403.654712780631	445.387275221858	441.786200400104	457.664296114071	500.709691275042	480.843303172075
Gene_399	448.29089822024	418.929249702532	464.764712632233	342.192323421696	397.354435143587	356.273045884933	407.60863464693	462.361268866928	411.42643881216	456.009998878847
Gene_400	518.955855262134	458.48665712277	416.347375870423	372.856877921859	451.647935259301	471.449933723936	426.720487301894	319.624782089872	397.953530577749	373.110685101109
Gene_401	488.962705776582	471.853322357334	538.21782611197	464.261305965629	479.175715995049	516.636530095462	583.964986171705	538.221016742235	533.993479215311	479.839488438899
Gene_402	555.017775948338	987.816275488081	872.852362700627	863.498804346799	984.159338523143	894.215397595847	770.894343114516	917.95603728241	964.597874536213	933.750634586306
Gene_403	341.477917668747	343.427085966013	339.641375862909	344.475173931589	354.242221092261	362.794194012357	350.333961212578	346.669109983914	345.552254229707	319.133552030047
Gene_404	369.794237416066	422.937828223656	452.863056959562	367.892095729338	411.160880264612	451.049230175151	472.538804907497	425.133354888352	507.157586553421	472.146624972587
Gene_405	357.000680075549	383.037383072074	402.711367339344	418.146555409846	399.308844534918	384.92172801944	423.710276708218	453.740640903619	403.775158807053	383.052295093803
Gene_406	566.781949268511	604.412768893182	551.313734367731	602.696363574515	592.838637800221	585.258424244329	620.143265478608	570.394269753905	608.8075558914	574.436591459024
Gene_407	353.823846369435	339.898726921264	385.011959938739	308.934091769878	331.112458366662	341.555870702241	385.198032789351	376.110738535563	367.464629314752	356.812108974961
Gene_408	347.602107233607	460.822747085517	462.920035096062	392.07358036497	442.258009314137	429.372772456302	386.79076796659	486.679576056217	489.619772505536	492.88647568741
Gene_409	379.610639525281	386.621254730922	440.642269521704	394.139522006761	400.683214022621	439.565033787794	489.942241276615	448.82345586881	469.345241813886	419.868124866646
Gene_410	377.357356020393	580.842711869457	517.011080829736	548.918233095604	570.626135609924	517.423077640572	458.249150091514	573.938554899664	564.161185932952	553.43104566059
Gene_411	348.755491690595	325.943271026314	312.662712790124	298.205595633471	314.700454843717	270.510920733216	253.282213582845	335.406301030053	257.287032455782	279.103696217534
Gene_412	331.584227304777	316.532563859754	365.723558263433	397.69455965042	352.276918172116	344.058569640272	419.96212337241	377.122156607615	341.843351298578	362.368178938977
Gene_413	377.821243872012	400.745047192976	411.384069853431	408.489497045266	406.790738158712	419.334271385644	459.719950820914	433.586795782904	439.581940407066	400.87578638023
Gene_414	742.824846057567	925.972453220039	888.524656974047	889.795028460832	962.32018599027	1083.3204116636	1149.8659373693	819.409340865727	1115.48805788052	944.232853058057
Gene_415	571.581101664555	492.911879523094	428.349959748077	379.135586441371	482.609618660878	476.727669776681	376.672819733303	365.739258815053	391.82845439661	378.859838757929
Gene_416	452.772513328241	467.234198220495	421.613800422386	373.644692883092	465.701047691896	498.244839120226	471.039279961604	377.642018719232	480.584158168315	413.488745064136
Gene_417	625.314750134963	698.6269399564	710.205852092515	649.070732458328	714.788065051524	851.290283202925	930.899529534595	653.186748684351	903.936186478216	746.784534052427
Gene_418	341.626918522443	290.438822433543	441.550542916071	458.801068170787	352.065108709679	386.09035744533	465.203142828028	557.491077570558	399.674748354066	359.963857335791
Gene_419	351.12731691302	358.684853563789	360.195721598362	438.26173192828	370.421391407315	338.327046838907	340.191821584962	444.991907760794	336.095992255623	333.532672504506
Gene_420	517.48432677877	548.901431883711	671.239746213387	453.319099645118	498.986296975197	557.502626087378	544.505466669974	690.814929972494	708.245288684553	723.095393575738
Gene_421	637.97191856361	520.676700954006	446.097956373338	332.367190621125	508.267467343756	496.815242081116	332.843899094389	366.977830901534	371.811678810583	354.883384637521
Gene_422	277.906815732694	273.988304158612	310.248023926192	278.242503263374	280.030843625088	295.754737889056	310.776662686378	320.85690674193	309.200674598056	292.63610973518
Gene_423	336.204247468765	325.739901331372	361.091043241813	298.449048499581	314.174335530559	299.660605509593	335.684002942984	368.144538768555	331.661136820385	342.205278284496
Gene_424	364.558637106347	325.286170338775	362.891495195534	336.520888575063	340.027035030447	348.937159888476	332.462145169878	392.872085338553	332.768385564154	312.528375419673
Gene_425	372.447253291907	368.074855297288	471.109692298759	421.368624486753	381.493379572537	423.794548198809	480.519304886191	506.421447702259	478.13359984979	457.184373407384
Gene_426	557.268068316988	600.83521688563	595.204822351694	453.956044926213	541.25348246871	594.308134198367	592.205205651614	491.681046026163	623.606754797137	554.038138025155
Gene_427	515.077619486815	510.839408733771	509.503367634604	405.63265013081	476.30936031159	514.494686412309	506.712379922097	437.52404310662	507.276106571092	444.509437515931
Gene_428	365.551922818534	348.041863448996	440.963999888641	425.256279005204	389.638954414662	400.460536553218	452.117923360259	517.695572201181	414.576879236878	380.216912254204
Gene_429	489.874479495752	449.625417354752	510.839781753377	385.247999756152	411.842376932269	412.875449601493	462.391062933263	467.993745883443	454.538023451777	476.301274664362
Gene_430	773.284718600621	655.567157748493	998.053423173649	1054.72706650222	783.101654137564	739.08997384026	931.843278064178	1353.62285243702	781.773474295991	759.386111296335
Gene_431	378.468601661542	436.478242411244	438.720420364319	453.42059981524	450.846855303896	457.686010246569	457.471255527313	450.375396204481	453.480218540294	429.940216230933
Gene_432	446.161487433037	481.520930137043	585.004392176544	510.133684596582	487.267823388102	548.913496779275	581.957606593159	640.91979148513	631.479390418738	589.955124135004
Gene_433	431.069531949591	451.554120207212	491.783802375012	414.458092653709	445.770181189783	482.94188769622	530.270205296081	489.528453741702	539.089638209217	498.695683788368
Gene_434	297.061380296363	299.837390994175	280.003267599932	295.199905216799	292.687018007965	261.946412610067	239.538260065037	304.119626237607	253.179971512906	266.201708817734
Gene_435	353.069597193585	336.04458469522	334.419911062443	299.287716260007	330.755705596103	334.830041787799	318.286442640835	326.711630324651	322.955112569673	299.642915524038
Gene_436	498.630870540907	548.012485164407	597.202193256997	491.922741026777	513.185390778303	525.092133656906	477.653235743941	643.215474329133	615.589561593789	626.261146689138
Gene_437	379.86967144813	404.173267042298	459.95080994866	411.5573622213	395.052929648037	419.478751807489	436.560521307897	479.897481189846	479.396497492668	487.221237463755
Gene_438	422.632909921387	422.757761958809	391.618085991427	457.188161648048	419.327049629162	381.744455209718	343.738844822386	452.79262280885	370.486153721328	378.628531490155
Gene_439	275.530159594468	308.608672170535	300.855252801164	285.431310475929	309.236742791435	318.05467782242	301.440609687332	303.159764362725	316.193070577283	292.41060972629
Gene_440	559.824629962247	595.319014451905	613.432467797867	577.982569402341	618.549580812182	695.69855367698	774.260167891456	597.22038426163	724.928417719644	613.796914191831
Gene_441	276.451902497298	267.672348307645	260.970045412769	278.712437846826	273.4313256951	265.553293088667	252.908179993152	277.962502968672	249.815131831236	245.266071450048
Gene_442	284.294787012989	276.188999284625	288.842286864599	290.499050124265	279.169185952007	251.049543182115	258.308993211329	327.130620095272	254.637278237075	256.348525422996
Gene_443	798.417610051618	882.652460724133	882.456743918764	759.298313382423	883.507463379513	1058.17213832228	1148.53321966373	783.263675187379	1124.80040051522	914.502688314019
Gene_444	431.29972577854	543.984504739111	514.54696179173	598.102394843816	545.361820711949	532.657955430358	550.046356708774	575.865272676717	576.655310279574	546.245541426463
Gene_445	355.242965852623	326.882288601832	356.595950482705	341.05725330793	325.812985850191	353.767561491569	403.150885615992	311.002743740928	355.722778196999	358.868375759109
Gene_446	284.285864264153	277.707328644174	269.229291786786	266.32253090542	281.960595890201	280.091407030191	260.338349602301	271.223826190144	256.050848978735	246.398484186405
Gene_447	379.445622835138	386.203943430346	456.657638519658	369.977715972734	374.161624331831	413.148654341394	446.549614275451	462.107240136119	465.365203760862	427.935125234964
Gene_448	257.429939407062	286.65408411175	285.612202963662	259.739604447571	276.838760517589	288.687597489364	291.380898400137	286.253433390249	314.856114510626	293.848020590509
Gene_449	485.412388014202	488.050543085411	476.770429864355	422.585435573935	473.95917365752	521.276091026551	543.015497755501	400.457033429924	514.520104627144	458.458891348473
Gene_450	609.691436508646	556.784020698168	768.178856429434	855.607632444546	659.012449698569	707.43084597006	828.357898250355	1003.7301697764	740.664700788462	657.493113358489
Gene_451	529.063860192996	414.687435355938	515.907784562953	648.778030070165	485.120532309032	563.086854449157	739.952699563689	440.415331005696	508.758791511914	545.225300926076
Gene_452	292.460372607986	270.699045108699	289.317404390882	294.307895514831	276.923213945611	290.311361342706	326.083602000709	271.155992416661	286.566842803693	283.867106682763
Gene_453	390.266421889759	378.557121383306	367.679069002036	349.474894326204	369.237306503558	409.556265238912	435.980926201144	289.278108371437	380.316168513919	343.080975465109
Gene_454	261.149704124373	271.645810380305	282.377986815326	244.901112279637	266.995965480756	281.54390786803	297.805146440255	268.36453455809	300.317760217237	284.509034531425
Gene_455	931.144945804938	716.647105186607	1273.02184854519	1285.99220483935	929.087867741668	964.032573918026	1227.75149782688	1756.78769836102	1034.6157939175	968.671165805617
Gene_456	372.000089431543	370.887698977993	362.229137007393	286.920980479225	356.446053334131	379.959697074073	373.309873324589	316.30942631912	384.587482747439	350.660945676085
Gene_457	431.42049634697	416.266609750957	515.33266655722	623.92632927645	462.390298681677	428.323397637932	492.372056825986	698.021991259163	452.796436763057	446.568481183538
Gene_458	393.392254164663	421.369566238527	407.393440123736	368.511771574869	416.628630880626	457.832120352437	465.095206700228	372.649670248487	461.502155100649	398.035977266411
Gene_459	536.270362388928	637.551516444731	731.607812068363	544.360700159496	588.524455622641	637.629064392572	605.854094685902	767.665659654289	789.52549825944	791.726191228524
Gene_460	311.832514155394	300.611884237546	375.63464845544	318.889153152485	299.235477838862	316.812042954059	351.787952128407	404.959860176037	358.634503098929	362.628428965311
Gene_461	419.981669583972	457.648449660443	452.709174427576	438.343964879462	446.20761134816	482.511013427924	502.938609417153	455.421814014782	508.729405983578	451.26612542443
Gene_462	287.564971632166	296.993768467344	299.752489010617	291.571531000837	303.62355012619	286.894284017278	282.831770448824	315.889675110088	285.497106801124	287.639736892161
Gene_463	403.900637538921	443.837290059912	392.467287014285	373.739651715851	441.436646356436	442.207612439589	389.939509913886	359.754444043934	413.129885219575	381.434065061594
Gene_464	1102.23793734907	1027.85038858618	1031.09927868898	780.832491764229	848.595077627377	844.388705823201	863.155540853728	718.19495565865	778.239683603388	746.344492688941
Gene_465	6004.00074172666	4594.71014195827	3449.6367790906	2502.88965450634	4621.98605017006	4685.41638226965	2454.91193615934	2409.83506710931	2892.50405617702	2625.39811104832
Gene_466	527.767761145769	592.382463073335	619.349951942293	573.841933100906	602.048255889211	705.881762696932	763.341210579115	611.727066016112	758.685459311691	640.823413934581
Gene_467	331.485563414629	376.889417110795	389.673640449543	368.477516249631	380.514907037028	413.767604129153	446.89359148057	371.812413982641	445.739267236256	413.900306852819
Gene_468	378.917468063229	359.674713560642	375.108296553468	289.223226723953	332.97024220744	345.886998022585	378.693059534452	307.743356392627	356.854693403459	337.869358151713
Gene_469	872.893295613856	776.957858526362	839.081499762076	652.885048463519	747.892994856455	761.793913168853	725.77988961832	794.57225433242	712.47879203097	648.589180203016
Gene_470	550.758461009058	468.651148722342	391.679192268174	352.362836826945	466.200120574484	460.906935220797	331.784877216824	347.760153846927	350.050151327504	326.170309925873
Gene_471	296.537811617426	275.336592610535	290.866304732271	241.825786844701	263.112071707055	273.523696630542	284.389949977342	262.652826390112	269.713329811212	254.638959856425
Gene_472	309.128561086165	300.210053271866	314.324785800508	271.863967334227	289.362646476381	304.975974618845	326.413693677648	285.838427386254	317.718918138325	305.688632337086
Gene_473	258.883835856824	272.903703844587	335.722472021971	321.667273718469	287.027479545269	295.148645329414	323.058893112846	388.863312113201	332.46033147188	321.372294743478
Gene_474	580.369745059039	600.112697423378	633.331120721932	511.894074946075	563.629135983909	636.692240070493	720.151289175184	540.312633450839	685.690215318947	605.574699898457
Gene_475	295.808580848442	274.489719676597	277.700069811423	318.493612637259	285.716200040125	279.941742911453	294.55191612449	291.583543497462	260.546484968095	268.452102102608
Gene_476	337.229076281423	379.517010157696	411.845876748454	342.577337318639	363.070873714124	396.299039552041	408.468694690011	398.949930333551	440.779287347063	413.686837559411
Gene_477	472.132139116818	459.798211589295	496.5493977092	421.104359021796	422.836157985748	467.168775078389	510.145958442813	410.320116798964	478.273842201787	456.063976630238
Gene_478	441.710136491571	457.808931958888	463.888515355477	465.880202716287	465.709671798982	529.434445607034	603.118351654632	376.183491266151	522.054805146119	459.138551437453
Gene_479	770.851714482728	642.244992837534	568.798260134156	455.590203808298	644.676906996166	657.888732426447	481.144611399074	486.672880505465	503.965815154791	456.517053837416
Gene_480	625.982298261795	513.601082901389	845.479488167139	823.187241434156	629.627971977377	680.708067363655	812.721163225719	1131.41513220235	746.326865854007	698.319813846916
Gene_481	481.435301029229	698.268547069007	630.934192851	711.902436356756	684.516951803581	607.665698616008	556.09500089977	727.232455214559	671.125479441209	674.164980656079
Gene_482	775.180952700234	788.731656553624	744.640432278883	657.288654084939	741.864449597532	803.009905378366	845.165875466374	616.047070336366	801.520090173294	702.235987529522
Gene_483	301.473928215606	317.801566771819	343.731136891611	330.742661250174	323.57153908316	352.643545056653	387.584955117654	336.912097145898	372.260963671415	353.709810592914
Gene_484	403.74224979625	422.518292667124	394.10598023	356.371956339846	412.548852750542	445.05332565199	447.513395033993	322.225331760922	426.297678628779	379.645459133855
Gene_485	464.469979699998	507.186926713021	589.868737657872	512.8458734609	491.257873918376	527.894428005627	548.884664626537	632.103501789706	624.100174474172	622.447496619839
Gene_486	489.22241529065	482.270399190846	554.1115763499	620.822220469295	492.1400331178	415.338884160202	484.445744247158	705.886080800246	453.602428456455	481.344569599782
Gene_487	446.12409694663	464.839196429507	496.227760477772	445.939176606662	465.053486142545	530.764776855479	568.718773075556	487.561205997543	552.686596355221	464.791174146102
Gene_488	441.359655810269	435.349379295927	428.60818245586	373.254324752592	425.046213428689	459.214990291709	441.666824646996	387.424135256355	438.502620209008	386.100639074442
Gene_489	1403.19932292162	1608.64586662615	1542.84752990812	1265.4275222308	1552.07603151434	1918.65903451539	2087.85266217395	1230.85430983451	2047.00112331881	1627.64888235472
Gene_490	376.377754448212	361.95239083886	360.312110141206	310.510638678904	349.045553725902	355.003618413777	355.564655812578	340.515609985303	374.385850385037	386.039368399825
Gene_491	283.477950199281	245.969865173895	291.659311452983	280.033086167817	264.314358746081	266.209858523533	288.447602859654	306.405340466501	258.438467104202	264.174844531976
Gene_492	378.894071288805	354.406287630632	400.453309924677	378.214575737973	369.274670702535	402.60872420879	420.407551085331	380.294251627784	407.87544242437	423.949196376827
Gene_493	519.232679864057	500.365937630527	490.032155031237	393.407535563727	491.83155939991	485.048973738151	505.245159307563	450.804987161027	489.054610480802	469.413164266303
Gene_494	362.107088737018	385.286702957209	353.48913610538	360.680285718336	375.847464072954	377.858709744017	351.481993325217	353.043098972459	376.857404472994	358.161157543642
Gene_495	385.808471385597	363.231662419616	481.242188034809	386.056900182919	365.068645874366	387.637713160663	432.603268094807	527.507614410698	458.929628990562	470.165844216614
Gene_496	343.966291267977	356.435680463868	400.436718567331	294.512974276136	335.539965389695	365.351844633651	339.718365051152	403.934155971396	414.754747632891	406.741931719252
Gene_497	316.071863370836	275.462969103828	297.089738270511	292.430279673139	294.892809965114	290.073236014008	280.630661734619	317.042744453874	261.865781798662	251.773587230395
Gene_498	364.876275590564	361.605834898926	398.787238452971	306.442133841538	351.191331419913	330.67427149841	358.328440755994	409.587829260018	381.159815655224	412.492695326819
Gene_499	274.544238364018	271.602904398714	295.72781443023	292.275340100469	277.969645417098	282.594738153429	281.954873310976	315.740897330098	285.84673168289	285.049535501236
Gene_500	418.384747980283	421.835754972192	478.793444483938	426.473328600497	422.455028296862	454.2724315101	474.51583845344	474.652173362102	498.063019191807	507.454958452133
